dugtrio,51,Ground,,425,35,100,50,50,70,120,field,,,sand veil,sand force,medium fast,127,0,diglett,dugtrio,These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.
meowth,52,Normal,,290,40,45,35,40,40,90,field,,28,pickup,unnerve,medium fast,127,0,,persian,"These daring Pokemon have coins on their foreheads. Darker coins are harder, and harder coins garner more respect among Meowth."
persian,53,Normal,,440,65,70,60,65,65,115,field,,,limber,unnerve,medium fast,127,0,meowth,persian,"This Pokemon is one tough opponent. Not only does it have formidable physical abilities, but it’s also not above fighting dirty."
psyduck,54,Water,,320,50,52,48,65,50,55,water 1,field,33,damp,swift swim,medium fast,127,0,,golduck,"As Psyduck gets stressed out, its headache gets progressively worse. It uses intense psychic energy to overwhelm those around it."
golduck,55,Water,,500,80,82,78,95,80,85,water 1,field,,damp,swift swim,medium fast,127,0,psyduck,golduck,Old tales tell of Golduck punishing those that defiled its river. The guilty were dragged into the water and taken away.
mankey,56,Fighting,,305,40,80,35,35,45,70,field,,28,vital spirit,defiant,medium fast,127,0,,primeape,An agile Pokemon that lives in trees. It angers easily and will not hesitate to attack anything.
primeape,57,Fighting,,455,65,105,60,60,70,95,field,,,vital spirit,defiant,medium fast,127,0,mankey,primeape,It stops being angry only when nobody else is around. To view this moment is very difficult.
growlithe,58,Fire,,350,55,70,45,70,50,60,field,,,intimidate,justified,slow,127,0,,arcanine,"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm."
arcanine,59,Fire,,555,90,110,80,100,80,95,field,,,intimidate,justified,slow,63,0,growlithe,arcanine,A Pokemon that has long been admired for its beauty. It runs agilely as if on wings.
poliwag,60,Water,,300,40,50,40,40,40,90,water 1,,25,water absorb,swift swim,medium slow,63,0,,poliwhirl,"In rivers with fast-flowing water, this Pokemon will cling to a rock by using its thick lips, which act like a suction cup."
poliwhirl,61,Water,,385,65,65,65,50,50,90,water 1,,,water absorb,swift swim,medium slow,127,0,poliwag,poliwhirl,"This Pokemon’s sweat is a slimy mucus. When captured, Poliwhirl can slither from its enemies’ grasp and escape."
poliwrath,62,Water,Fighting,510,90,95,95,70,90,70,water 1,,,water absorb,swift swim,medium slow,127,0,poliwhirl,poliwhirl,Poliwrath is skilled at both swimming and martial arts. It uses its well-trained arms to dish out powerful punches.
abra,63,Psychic,,310,25,20,15,105,55,90,human-like,,16,synchronize,magic guard,medium slow,127,0,,kadabra,"Abra can teleport in its sleep. Apparently the more deeply Abra sleeps, the farther its teleportations go."
kadabra,64,Psychic,,400,40,35,30,120,70,105,human-like,,,synchronize,magic guard,medium slow,63,0,abra,kadabra,"This Pokemon’s telekinesis is immensely powerful. To prepare for evolution, Kadabra stores up psychic energy in the star on its forehead."
alakazam,65,Psychic,,500,55,50,45,135,95,120,human-like,,,synchronize,magic guard,medium slow,63,0,kadabra,kadabra,Alakazam wields potent psychic powers. It’s said that this Pokemon used these powers to create the spoons it holds.
machop,66,Fighting,,305,70,80,50,35,35,35,human-like,,28,guts,steadfast,medium slow,63,0,,machoke,"Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger."
machoke,67,Fighting,,405,80,100,70,50,60,45,human-like,,,guts,steadfast,medium slow,63,0,machop,machoke,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.
machamp,68,Fighting,,505,90,130,80,65,85,55,human-like,,,guts,steadfast,medium slow,63,0,machoke,machoke,"With four arms that react more quickly than it can think, it can execute many punches at once."
bellsprout,69,Grass,Poison,300,50,75,35,70,30,40,grass,,21,chlorophyll,gluttony,medium slow,63,0,,weepinbell,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.
weepinbell,70,Grass,Poison,390,65,90,50,85,45,55,grass,,,chlorophyll,gluttony,medium slow,127,0,bellsprout,weepinbell,"When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids."
victreebel,71,Grass,Poison,490,80,105,65,100,70,70,grass,,,chlorophyll,gluttony,medium slow,127,0,weepinbell,weepinbell,"Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all."
tentacool,72,Water,Poison,335,40,40,35,50,100,70,water 3,,30,clear body,rain dish,slow,127,0,,tentacruel,"This Pokemon is mostly made of water. A Tentacool out in the ocean is very hard to spot, because its body blends in with the sea."
tentacruel,73,Water,Poison,515,80,70,65,80,120,100,water 3,,,clear body,rain dish,slow,127,0,tentacool,tentacruel,"Its 80 tentacles can stretch and shrink freely. Tentacruel ensnares prey in a net of spread-out tentacles, delivering venomous stings to its catch."
geodude,74,Rock,Ground,300,40,80,100,30,30,20,mineral,,25,rock head,sand veil,medium slow,127,0,,graveler,"Its stone head is imbued with electricity and magnetism. If you carelessly step on one, you’ll be in for a painful shock."
graveler,75,Rock,Ground,390,55,95,115,45,45,35,mineral,,,rock head,sand veil,medium slow,127,0,geodude,graveler,"When it comes rolling down a mountain path, anything in its way gets zapped by electricity and sent flying."
golem,76,Rock,Ground,495,80,120,130,55,65,45,mineral,,,rock head,sand veil,medium slow,127,0,graveler,graveler,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air."
ponyta,77,Fire,,410,50,85,55,65,65,90,field,,40,run away,flame body,medium fast,127,0,,rapidash,"This Pokemon will look into your eyes and read the contents of your heart. If it finds evil there, it promptly hides away."
rapidash,78,Fire,,500,65,100,70,80,80,105,field,,,run away,flame body,medium fast,127,0,ponyta,rapidash,"The fastest runner becomes the leader, and it decides the herd’s pace and direction of travel."
slowpoke,79,Water,Psychic,315,90,65,65,40,40,15,monster,water 1,37,oblivious,regenerator,medium fast,127,0,,slowking,"When this Pokemon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokemon."
slowbro,80,Water,Psychic,490,95,75,110,100,80,30,monster,water 1,,oblivious,regenerator,medium fast,127,0,slowpoke,slowking,"If this Pokemon squeezes the tongue of the Shellder biting it, the Shellder will launch a toxic liquid from the tip of its shell."
magnemite,81,Electric,Steel,325,25,35,70,95,55,45,mineral,,30,magnet pull,analytic,medium fast,127,0,,magneton,"It subsists on electricity. As Magnemite flies, it emits electromagnetic waves from the units on each side of its body."
magneton,82,Electric,Steel,465,50,60,95,120,70,70,mineral,,,magnet pull,analytic,medium fast,255,0,magnemite,magneton,This Pokemon is constantly putting out a powerful magnetic force. Most computers go haywire when a Magneton approaches.
farfetch'd,83,Normal,Flying,377,52,90,55,58,62,60,flying,field,,keen eye,defiant,medium fast,255,0,,,"They use a plant stalk as a weapon, but not all of them use it in the same way. Several distinct styles of stalk fighting have been observed."
doduo,84,Normal,Flying,310,35,85,45,35,35,75,flying,,31,run away,tangled feet,medium fast,127,0,,dodrio,"Its short wings make flying difficult. Instead, this Pokemon runs at high speed on developed legs."
dodrio,85,Normal,Flying,470,60,110,70,60,60,110,flying,,,run away,tangled feet,medium fast,127,0,doduo,dodrio,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.
seel,86,Water,,325,65,45,55,45,70,45,water 1,field,34,thick fat,ice body,medium fast,127,0,,dewgong,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.
dewgong,87,Water,Ice,475,90,70,80,70,95,70,water 1,field,,thick fat,ice body,medium fast,127,0,seel,dewgong,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters."
grimer,88,Poison,,325,80,80,50,40,50,25,amorphous,,38,stench,poison touch,medium fast,127,0,,muk,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.
muk,89,Poison,,500,105,105,75,65,100,50,amorphous,,,stench,poison touch,medium fast,127,0,grimer,muk,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell."
shellder,90,Water,,305,30,65,100,45,25,40,water 3,,,shell armor,overcoat,slow,127,0,,cloyster,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
cloyster,91,Water,Ice,525,50,95,180,85,45,70,water 3,,,shell armor,overcoat,slow,127,0,shellder,cloyster,"Once it slams its shell shut, it is impossible to open, even by those with superior strength."
gastly,92,Ghost,Poison,310,30,35,30,100,35,80,amorphous,,25,levitate,,medium slow,127,0,,haunter,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind."
haunter,93,Ghost,Poison,405,45,50,45,115,55,95,amorphous,,,levitate,,medium slow,127,0,gastly,haunter,"If you get the feeling of being watched in darkness when nobody is around, Haunter is there."
gengar,94,Ghost,Poison,500,60,65,60,130,75,110,amorphous,,,cursed body,,medium slow,127,0,haunter,haunter,"It lays traps, hoping to steal the lives of those it catches. If you stand in front of its mouth, you’ll hear your loved ones’ voices calling out to you."
onix,95,Rock,Ground,385,35,45,160,30,45,70,mineral,,,rock head,weak armor,medium fast,127,0,,steelix,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body."
drowzee,96,Psychic,,328,60,48,45,43,90,42,human-like,,26,insomnia,inner focus,medium fast,127,0,,hypno,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past."
hypno,97,Psychic,,483,85,73,70,73,115,67,human-like,,,insomnia,inner focus,medium fast,127,0,drowzee,hypno,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.
krabby,98,Water,,325,30,105,90,25,25,50,water 3,,28,hyper cutter,sheer force,medium fast,127,0,,kingler,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger."
kingler,99,Water,,475,55,130,115,50,50,75,water 3,,,hyper cutter,sheer force,medium fast,127,0,krabby,kingler,The bubbles it spews out are strongly alkaline. Any opponents hit by them will have their bodies quickly melted away.
voltorb,100,Electric,,330,40,30,50,55,55,100,mineral,,30,soundproof,aftermath,medium fast,127,0,,electrode,It is said to camouflage itself as a Poke Ball. It will self-destruct with very little stimulus.
electrode,101,Electric,,490,60,50,70,80,80,150,mineral,,,soundproof,aftermath,medium fast,255,0,voltorb,electrode,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.
exeggcute,102,Grass,Psychic,325,60,40,80,60,45,40,grass,,,chlorophyll,harvest,slow,255,0,,exeggutor,"These Pokemon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly."
exeggutor,103,Grass,Psychic,530,95,95,85,125,75,55,grass,,,chlorophyll,harvest,slow,127,0,exeggcute,exeggutor,"When they work together, Exeggutor’s three heads can put out powerful psychic energy. Cloudy days make this Pokemon sluggish."
cubone,104,Ground,,320,50,50,95,40,50,35,monster,,28,rock head,battle armor,medium fast,127,0,,marowak,"This Pokemon wears the skull of its deceased mother. Sometimes Cubone’s dreams make it cry, but each tear Cubone sheds makes it stronger."
marowak,105,Ground,,425,60,80,110,50,80,45,monster,,,rock head,battle armor,medium fast,127,0,cubone,marowak,"When this Pokemon evolved, the skull of its mother fused to it. Marowak’s temperament also turned vicious at the same time."
hitmonlee,106,Fighting,,455,50,120,53,35,110,87,human-like,,,limber,unburden,medium fast,127,0,tyrogue,hitmontop,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
hitmonchan,107,Fighting,,455,50,105,79,35,110,76,human-like,,,keen eye,inner focus,medium fast,0,0,tyrogue,hitmontop,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes."
lickitung,108,Normal,,385,90,55,75,60,75,30,monster,,,own tempo,cloud nine,medium fast,0,0,,lickilicky,"Bug Pokemon are Lickitung’s main food source. This Pokemon paralyzes its prey with a lick from its long tongue, then swallows the prey whole."
koffing,109,Poison,,340,40,65,95,60,45,35,amorphous,,20,levitate,stench*,medium fast,127,0,,weezing,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.
weezing,110,Poison,,490,65,90,120,85,70,60,amorphous,,,levitate,stench*,medium fast,127,0,koffing,weezing,"Long ago, during a time when droves of factories fouled the air with pollution, Weezing changed into this form for some reason."
rhyhorn,111,Ground,Rock,345,80,85,95,30,30,25,monster,field,35,lightning rod,reckless,slow,127,0,,rhydon,"It can remember only one thing at a time. Once it starts rushing, it forgets why it started."
rhydon,112,Ground,Rock,485,105,130,120,45,45,40,monster,field,,lightning rod,reckless,slow,127,0,rhyhorn,rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees Fahrenheit."
chansey,113,Normal,,450,250,5,5,35,105,50,fairy,,,natural cure,healer,fast,127,0,happiny,chansey,"This species was once very slow. To protect their eggs from other creatures, these Pokemon became able to flee quickly."
tangela,114,Grass,,435,65,55,115,100,40,60,grass,,,chlorophyll,regenerator,medium fast,254,0,,tangrowth,"The vines of a Tangela have a distinct scent. In some parts of Galar, Tangela vines are used as herbs."
kangaskhan,115,Normal,,490,105,95,80,40,80,90,monster,,,early bird,inner focus,medium fast,127,0,,,There are records of a lost human child being raised by a childless Kangaskhan.
horsea,116,Water,,295,30,40,70,70,25,60,water 1,dragon,42,swift swim,damp,medium fast,254,0,,seadra,They swim with dance-like motions and cause whirlpools to form. Horsea compete to see which of them can generate the biggest whirlpool.
seadra,117,Water,,440,55,65,95,95,45,85,water 1,dragon,,poison point,damp,medium fast,127,0,horsea,seadra,"Seadra’s mouth is slender, but its suction power is strong. In an instant, Seadra can suck in food that’s larger than the opening of its mouth."
goldeen,118,Water,,320,45,67,60,35,50,63,water 2,,32,swift swim,lightning rod,medium fast,127,0,,seaking,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.
seaking,119,Water,,450,80,92,65,65,80,68,water 2,,,swift swim,lightning rod,medium fast,127,0,goldeen,seaking,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away."
staryu,120,Water,,340,30,45,55,70,55,85,water 3,,,illuminate,analytic,slow,127,0,,starmie,"Fish Pokemon nibble at it, but Staryu isn’t bothered. Its body regenerates quickly, even if part of it is completely torn off."
starmie,121,Water,Psychic,520,60,75,85,100,85,115,water 3,,,illuminate,analytic,slow,255,0,staryu,starmie,"Starmie swims by spinning its body at high speed. As this Pokemon cruises through the ocean, it absorbs tiny plankton."
mr. Mime,122,Psychic,Fairy,460,40,45,65,100,120,90,human-like,,,soundproof,technician,medium fast,255,0,mime-jr,mr-mime,It’s known for its top-notch pantomime skills. It protects itself from all sorts of attacks by emitting auras from its fingers to create walls.
scyther,123,Bug,Flying,500,70,110,80,55,80,105,bug,,,swarm,steadfast,medium fast,127,0,,scizor,"If you come across an area in a forest where a lot of the trees have been cut down, what you’ve found is a Scyther’s territory."
Jynx,124,Ice,Psychic,455,65,50,35,115,95,95,human-like,,,oblivious,dry skin,medium fast,127,0,smoochum,jynx,"Appears to move to a rhythm of its own, as if it were dancing. It wiggles its hips as it walks."
electabuzz,125,Electric,,490,65,83,57,95,85,105,human-like,,,static,vital spirit,medium fast,254,0,elekid,electabuzz,"If a major power outage occurs, it is certain that this Pokemon has eaten electricity at a power plant."
magmar,126,Fire,,495,65,95,57,100,85,93,human-like,,,flame body,vital spirit,medium fast,63,0,magby,magmar,"Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire."
pinsir,127,Bug,,500,65,125,100,55,70,85,bug,,,hyper cutter,moxie,slow,63,0,,,This Pokemon clamps its pincers down on its prey and then either splits the prey in half or flings it away.
tauros,128,Normal,,490,75,100,95,40,70,110,field,,,intimidate,sheer force,slow,127,0,,,"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs."
magikarp,129,Water,,200,20,10,55,15,20,80,water 2,dragon,33,swift swim,rattled,slow,0,0,,gyarados,This weak and pathetic Pokemon gets easily pushed along rivers when there are strong currents.
gyarados,130,Water,Flying,540,95,125,79,60,100,81,water 2,dragon,,intimidate,moxie,slow,127,0,magikarp,gyarados,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
lapras,131,Water,Ice,535,130,85,80,85,95,60,monster,water 1,,water absorb,hydration,slow,127,0,,,It surrounds itself with a huge ring of gathered ice particles. It uses the ring to smash any icebergs that might impede its graceful swimming.
ditto,132,Normal,,288,48,48,48,48,48,48,ditto,,,limber,imposter,medium fast,127,0,,,"When it encounters another Ditto, it will move faster than normal to duplicate that opponent exactly."
eevee,133,Normal,,325,55,55,50,45,65,55,field,,,run away,anticipation,medium fast,255,0,,sylveon,"Thanks to its unstable genetic makeup, this special Pokemon conceals many different possible evolutions."
vaporeon,134,Water,,525,130,65,60,110,95,65,field,,,water absorb,hydration,medium fast,31,0,eevee,sylveon,Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water.
Jolteon,135,Electric,,525,65,65,60,110,95,130,field,,,volt absorb,quick feet,medium fast,31,0,eevee,sylveon,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts."
flareon,136,Fire,,525,65,130,60,95,110,65,field,,,flash fire,guts,medium fast,31,0,eevee,sylveon,"It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit."
porygon,137,Normal,,395,65,60,70,85,75,40,mineral,,,trace,analytic,medium fast,31,0,,porygon2,"In recent years, this species has been very helpful in cyberspace. These Pokemon will go around checking to make sure no suspicious data exists."
omanyte,138,Rock,Water,355,35,40,100,90,55,35,water 1,water 3,30,swift swim,weak armor,medium fast,255,0,,omastar,An ancient Pokemon that was recovered from a fossil. It swam by cleverly twisting its 10 tentacles about.
omastar,139,Rock,Water,495,70,60,125,115,70,55,water 1,water 3,,swift swim,weak armor,medium fast,31,0,omanyte,omastar,"Its sharp beak rings its mouth. Its shell was too big for it to move freely, so it became extinct."
kabuto,140,Rock,Water,355,30,80,90,55,45,55,water 1,water 3,30,swift swim,weak armor,medium fast,31,0,,kabutops,A Pokemon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor.
kabutops,141,Rock,Water,495,60,115,105,65,70,80,water 1,water 3,,swift swim,weak armor,medium fast,31,0,kabuto,kabutops,A slim and fast swimmer. It sliced its prey with its sharp sickles and drank the body fluids.
aerodactyl,142,Rock,Flying,515,80,105,65,60,75,130,flying,,,rock head,unnerve,slow,31,0,,,The power of Mega Evolution has completely restored its genes. The rocks on its body are harder than diamond.
